year,pacfa_id,license_no,business_type,facility_name,address,city,state,zip_code,county,latitude,longitude,animal_type,measure,value
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Beginning Inventory,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Death,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Ending Inventory,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Euthanasia,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Missing,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Other Intake,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Owner Relinquished,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Returned,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Stray,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Transfer In,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Cat,Transfer Out,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Adoption,234
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Beginning Inventory,239
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Death,2
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Ending Inventory,22
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Euthanasia,3
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Missing,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Other Intake,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Owner Relinquished,9
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Returned,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Stray,2
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Transfer In,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Dog,Transfer Out,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Adoption,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Beginning Inventory,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Death,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Ending Inventory,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Euthanasia,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Missing,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Other Intake,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Owner Relinquished,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Returned,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Stray,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Transfer In,0
2019,,Pl0027Z4,,Do Over Dogs A Second Chance At Life,13437 Bryant Way,Broomfield,,80020,Broomfield County,39.925616,-105.066301,Other,Transfer Out,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Adoption,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Beginning Inventory,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Death,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Ending Inventory,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Euthanasia,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Missing,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Other Intake,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Owner Relinquished,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Returned,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Stray,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Transfer In,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Cat,Transfer Out,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Adoption,19
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Beginning Inventory,6
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Death,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Ending Inventory,3
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Euthanasia,5
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Missing,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Other Intake,1
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Owner Relinquished,3
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Returned,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Stray,1
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Transfer In,16
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Dog,Transfer Out,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Adoption,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Beginning Inventory,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Death,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Ending Inventory,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Euthanasia,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Missing,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Other Intake,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Owner Relinquished,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Returned,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Stray,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Transfer In,0
2019,,Pl0009Qw,,Doberman Rescue of Colorado,3071 S Ogden St,Englewood,,80113,Arapahoe County,39.644251,-104.966455,Other,Transfer Out,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Adoption,233
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Beginning Inventory,9
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Death,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Ending Inventory,1
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Euthanasia,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Missing,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Other Intake,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Owner Relinquished,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Returned,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Stray,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Transfer In,234
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Cat,Transfer Out,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Adoption,165
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Beginning Inventory,4
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Death,3
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Ending Inventory,5
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Euthanasia,1
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Missing,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Other Intake,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Owner Relinquished,1
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Returned,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Stray,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Transfer In,171
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Dog,Transfer Out,2
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Adoption,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Beginning Inventory,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Death,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Ending Inventory,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Euthanasia,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Missing,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Other Intake,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Owner Relinquished,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Returned,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Stray,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Transfer In,0
2019,2702,Pl002Tr8,Pet Animal Small Rescue,Doggy Dog World Rescue,7715 Crystal Lake Ct.,Littleton,Co,80127,Douglas County,39.572458,-105.141992,Other,Transfer Out,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Adoption,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Beginning Inventory,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Death,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Ending Inventory,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Euthanasia,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Missing,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Other Intake,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Owner Relinquished,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Returned,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Stray,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Transfer In,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Cat,Transfer Out,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Adoption,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Beginning Inventory,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Death,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Ending Inventory,3
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Euthanasia,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Missing,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Other Intake,6
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Owner Relinquished,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Returned,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Stray,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Transfer In,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Dog,Transfer Out,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Adoption,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Beginning Inventory,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Death,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Ending Inventory,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Euthanasia,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Missing,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Other Intake,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Owner Relinquished,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Returned,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Stray,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Transfer In,0
2019,,,,"Dogs Unbroken, A Colorado Non-Profit Rescue Organization",,,,,,,,Other,Transfer Out,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Adoption,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Beginning Inventory,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Death,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Ending Inventory,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Euthanasia,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Missing,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Other Intake,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Owner Relinquished,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Returned,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Stray,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Transfer In,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Cat,Transfer Out,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Adoption,1215
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Beginning Inventory,195
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Death,73
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Ending Inventory,232
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Euthanasia,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Missing,22
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Other Intake,90
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Owner Relinquished,3
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Returned,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Stray,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Transfer In,1254
2019,,,,Douglas County Canine rescue ,,,,,,,,Dog,Transfer Out,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Adoption,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Beginning Inventory,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Death,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Ending Inventory,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Euthanasia,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Missing,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Other Intake,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Owner Relinquished,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Returned,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Stray,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Transfer In,0
2019,,,,Douglas County Canine rescue ,,,,,,,,Other,Transfer Out,0
2019,,,,Duck Team 6,,,,,,,,Cat,Adoption,0
2019,,,,Duck Team 6,,,,,,,,Cat,Beginning Inventory,0
2019,,,,Duck Team 6,,,,,,,,Cat,Death,0
2019,,,,Duck Team 6,,,,,,,,Cat,Ending Inventory,0
2019,,,,Duck Team 6,,,,,,,,Cat,Euthanasia,0
2019,,,,Duck Team 6,,,,,,,,Cat,Missing,0
2019,,,,Duck Team 6,,,,,,,,Cat,Other Intake,0
2019,,,,Duck Team 6,,,,,,,,Cat,Owner Relinquished,0
2019,,,,Duck Team 6,,,,,,,,Cat,Returned,0
2019,,,,Duck Team 6,,,,,,,,Cat,Stray,0
2019,,,,Duck Team 6,,,,,,,,Cat,Transfer In,0
2019,,,,Duck Team 6,,,,,,,,Cat,Transfer Out,0
2019,,,,Duck Team 6,,,,,,,,Dog,Adoption,2
2019,,,,Duck Team 6,,,,,,,,Dog,Beginning Inventory,0
2019,,,,Duck Team 6,,,,,,,,Dog,Death,0
2019,,,,Duck Team 6,,,,,,,,Dog,Ending Inventory,0
2019,,,,Duck Team 6,,,,,,,,Dog,Euthanasia,0
2019,,,,Duck Team 6,,,,,,,,Dog,Missing,0
2019,,,,Duck Team 6,,,,,,,,Dog,Other Intake,0
2019,,,,Duck Team 6,,,,,,,,Dog,Owner Relinquished,0
2019,,,,Duck Team 6,,,,,,,,Dog,Returned,0
2019,,,,Duck Team 6,,,,,,,,Dog,Stray,0
2019,,,,Duck Team 6,,,,,,,,Dog,Transfer In,2
2019,,,,Duck Team 6,,,,,,,,Dog,Transfer Out,0
2019,,,,Duck Team 6,,,,,,,,Other,Adoption,0
2019,,,,Duck Team 6,,,,,,,,Other,Beginning Inventory,0
2019,,,,Duck Team 6,,,,,,,,Other,Death,0
2019,,,,Duck Team 6,,,,,,,,Other,Ending Inventory,0
2019,,,,Duck Team 6,,,,,,,,Other,Euthanasia,0
2019,,,,Duck Team 6,,,,,,,,Other,Missing,0
2019,,,,Duck Team 6,,,,,,,,Other,Other Intake,0
2019,,,,Duck Team 6,,,,,,,,Other,Owner Relinquished,0
2019,,,,Duck Team 6,,,,,,,,Other,Returned,0
2019,,,,Duck Team 6,,,,,,,,Other,Stray,0
2019,,,,Duck Team 6,,,,,,,,Other,Transfer In,0
2019,,,,Duck Team 6,,,,,,,,Other,Transfer Out,0
2019,,,,Dumb Friends League ,,,,,,,,Cat,Adoption,5766
2019,,,,Dumb Friends League ,,,,,,,,Cat,Beginning Inventory,264
2019,,,,Dumb Friends League ,,,,,,,,Cat,Death,110
2019,,,,Dumb Friends League ,,,,,,,,Cat,Ending Inventory,297
2019,,,,Dumb Friends League ,,,,,,,,Cat,Euthanasia,796
2019,,,,Dumb Friends League ,,,,,,,,Cat,Missing,1
2019,,,,Dumb Friends League ,,,,,,,,Cat,Other Intake,243
2019,,,,Dumb Friends League ,,,,,,,,Cat,Owner Relinquished,3367
2019,,,,Dumb Friends League ,,,,,,,,Cat,Returned,322
