year,pacfa_id,license_no,business_type,facility_name,address,city,state,zip_code,county,latitude,longitude,animal_type,measure,value
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Dog,Owner Relinquished,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Dog,Returned,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Dog,Stray,8
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Dog,Transfer In,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Adoption,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Beginning Inventory,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Death,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Ending Inventory,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Euthanasia,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Missing,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Other Intake,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Owner Relinquished,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Returned,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Stray,0
2010,3184,,,Town Of Cheyenne Wells,"151 S. 1st, P.O. Box 125",Cheyenne Wells,Co,80810.0,,,,Other,Transfer In,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Adoption,36
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Beginning Inventory,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Death,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Ending Inventory,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Euthanasia,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Missing,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Other Intake,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Owner Relinquished,175
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Returned,139
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Stray,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Cat,Transfer In,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Adoption,18
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Beginning Inventory,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Death,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Ending Inventory,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Euthanasia,3
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Missing,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Other Intake,50
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Owner Relinquished,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Returned,20
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Stray,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Dog,Transfer In,21
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Adoption,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Beginning Inventory,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Death,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Ending Inventory,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Euthanasia,32
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Missing,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Other Intake,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Owner Relinquished,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Returned,0
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Stray,32
2010,3211,,,Town Of Dove Creek,223 W. First Street,Dove Creek,Co,81324.0,,,,Other,Transfer In,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Cat,Adoption,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Cat,Beginning Inventory,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Cat,Death,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Cat,Euthanasia,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Cat,Other Intake,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Cat,Owner Relinquished,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Cat,Returned,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Cat,Stray,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Cat,Transfer In,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Adoption,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Beginning Inventory,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Death,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Ending Inventory,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Euthanasia,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Missing,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Other Intake,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Owner Relinquished,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Returned,5
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Stray,5
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Dog,Transfer In,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Other,Beginning Inventory,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Other,Other Intake,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Other,Owner Relinquished,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Other,Stray,0
2010,3183,,,Town Of Eads Dog Shelter,Kiowa County Fairgrounds,Eads,Co,81036.0,,,,Other,Transfer In,0
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Adoption,1
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Beginning Inventory,15
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Death,0
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Ending Inventory,17
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Euthanasia,0
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Missing,0
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Other Intake,1
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Owner Relinquished,0
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Returned,10
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Stray,0
2010,4830,,,Town Of Gilcrest,304 8th St.,Gilerest,Co,80623.0,,,,Dog,Transfer In,6
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Adoption,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Beginning Inventory,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Death,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Ending Inventory,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Euthanasia,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Missing,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Other Intake,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Owner Relinquished,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Returned,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Stray,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Cat,Transfer In,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Adoption,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Beginning Inventory,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Death,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Ending Inventory,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Euthanasia,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Missing,3
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Other Intake,1
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Owner Relinquished,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Returned,1
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Stray,3
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Dog,Transfer In,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Adoption,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Beginning Inventory,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Death,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Ending Inventory,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Euthanasia,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Missing,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Other Intake,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Owner Relinquished,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Returned,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Stray,0
2010,4755,,,Town Of Holly Animal Shelter,Irvin St.,Holly,Co,81047.0,,,,Other,Transfer In,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Adoption,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Beginning Inventory,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Death,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Ending Inventory,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Euthanasia,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Missing,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Other Intake,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Owner Relinquished,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Returned,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Stray,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Cat,Transfer In,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Adoption,4
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Beginning Inventory,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Death,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Ending Inventory,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Euthanasia,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Missing,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Other Intake,1
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Owner Relinquished,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Returned,9
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Stray,12
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Dog,Transfer In,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Adoption,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Beginning Inventory,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Death,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Ending Inventory,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Euthanasia,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Missing,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Other Intake,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Owner Relinquished,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Returned,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Stray,0
2010,3096,,,Town Of La Veta Animal Shelter,113 S. Main St.,La Veta,Co,81055.0,,,,Other,Transfer In,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Adoption,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Beginning Inventory,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Death,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Ending Inventory,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Euthanasia,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Missing,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Other Intake,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Owner Relinquished,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Returned,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Stray,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Cat,Transfer In,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Adoption,32
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Beginning Inventory,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Death,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Ending Inventory,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Euthanasia,3
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Missing,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Other Intake,3
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Owner Relinquished,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Returned,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Stray,32
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Dog,Transfer In,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Other,Adoption,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Other,Death,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Other,Ending Inventory,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Other,Euthanasia,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Other,Missing,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Other,Returned,0
2010,705,,,Town Of Limon Animal Shelter - I,701 Indiana Ave,Limon,Co,80828.0,,,,Other,Transfer In,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Adoption,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Beginning Inventory,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Death,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Ending Inventory,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Euthanasia,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Missing,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Other Intake,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Owner Relinquished,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Returned,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Stray,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Cat,Transfer In,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Adoption,17
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Beginning Inventory,2
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Death,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Ending Inventory,2
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Euthanasia,1
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Missing,3
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Other Intake,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Owner Relinquished,7
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Returned,64
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Stray,86
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Dog,Transfer In,8
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Adoption,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Beginning Inventory,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Death,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Ending Inventory,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Euthanasia,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Missing,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Other Intake,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Owner Relinquished,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Returned,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Stray,0
2010,2537,,,Town Of Meeker Animal Control Facility,109 3rd St.,Meeker,Co,81641.0,,,,Other,Transfer In,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Cat,Adoption,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Cat,Death,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Cat,Ending Inventory,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Cat,Euthanasia,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Cat,Missing,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Cat,Returned,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Cat,Transfer In,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Dog,Adoption,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Dog,Beginning Inventory,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Dog,Death,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Dog,Ending Inventory,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Dog,Euthanasia,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Dog,Missing,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Dog,Other Intake,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Dog,Owner Relinquished,0
2010,5109,,,Town Of Naturita Animal Shelter,Po Box 505,Naturita,Co,81422.0,Montrose County,38.341094,-108.716616,Dog,Returned,2
